participant_id,language_proficiency,preferred_medium,team_role,interaction_frequency,time_in_team,change_in_medium_preference,collaboration_effectiveness
1611,3,Text,Manager,35,25,0,2.776914674
1612,1,Text,Team Member,17,31,1,7.396712609496346
1613,1,Text,Team Member,42,3,1,2.4543568472387967
1614,4,Voice,Team Member,3,33,0,8.701484180491779
1615,1,Voice,Team Member,22,34,0,6.512394344
1616,4,Video,Team Member,35,21,1,6.426950206
1617,4,Video,Team Member,21,19,0,0.9736723674191994
1618,1,Text,Team Member,25,21,1,4.1946890316920165
1619,2,Text,Team Member,39,14,0,5.249085075495993
1620,2,Text,Team Member,2,10,1,2.9403628841111007
1621,4,Video,Team Member,1,7,0,8.809746118334656
1622,1,Voice,Team Member,7,29,1,8.376699415112217
1623,2,Text,Manager,20,8,0,4.936209123
1624,1,Text,Team Member,43,13,0,3.4003120264411493
1625,1,Text,Team Member,6,19,0,8.015422720056444
1626,1,Voice,Team Member,36,11,1,1.9689144754123877
1627,5,Voice,Team Member,21,2,1,0.7151631509363277
1628,1,Text,Team Member,46,6,0,0.4571048607194772
1629,5,Voice,Manager,35,29,0,0.38683260898000227
1630,4,Voice,Manager,36,5,1,4.888886564701784
1631,2,Text,Team Member,8,30,1,2.553136360993602
1632,2,Text,Team Member,4,27,0,6.903751213619475
1633,2,Text,Team Member,43,18,1,6.538915740405054
1634,2,Text,Team Member,16,16,1,5.420200071440249
1635,2,Text,Team Member,3,5,0,3.5284328142796295
1636,2,Text,Team Member,7,9,0,8.504562449857303
1637,2,Text,Team Member,2,34,0,7.097027533000535
1638,4,Voice,Team Member,1,34,1,2.7152612403165852
1639,1,Text,Team Member,1,31,0,5.0168866231350995
1640,3,Text,Team Member,38,20,1,1.5627120882426326
1641,5,Video,Team Member,7,17,0,3.287762911019072
1642,3,Voice,Team Member,24,20,1,9.971401828635337
1643,3,Text,Team Member,5,28,1,2.2384422026719597
1644,1,Text,Team Member,21,21,0,6.983023557181385
1645,1,Text,Team Member,28,19,0,2.384186457770283
1646,1,Text,Team Member,18,3,0,9.381345390058115
1647,2,Text,Team Member,24,30,1,3.1013284499036753
1648,4,Voice,Team Member,32,5,1,3.466890746467093
1649,2,Text,Team Member,45,6,0,5.938597730661872
1650,4,Video,Team Member,33,3,0,5.881117711149347
1651,4,Voice,Team Member,10,24,0,5.790763897971798
1652,3,Video,Team Member,9,1,0,5.732546684062408
1653,3,Text,Team Member,49,15,0,3.1218689372020867
1654,4,Video,Team Member,33,18,0,4.344102233385417
1655,4,Voice,Team Member,33,23,0,5.934334431
1656,2,Voice,Manager,7,29,0,6.712701236671158
1657,2,Voice,Team Member,4,22,0,2.5312901352359485
1658,3,Voice,Team Member,28,24,1,7.014750617029408
1659,1,Text,Team Member,23,13,0,9.232762501126366
1660,4,Video,Team Member,32,33,0,7.5792770334378865
1661,2,Text,Team Member,44,22,0,0.8423280282272172
1662,3,Voice,Team Member,16,35,0,4.691262201
1663,2,Voice,Team Member,46,17,1,4.352638355390744
1664,4,Voice,Team Member,10,22,0,3.365033120182636
1665,4,Video,Team Member,14,5,0,4.913201399030033
1666,5,Voice,Team Member,39,25,0,4.396337733998788
1667,1,Text,Team Member,36,6,0,0.061704772
1668,5,Video,Team Member,34,17,0,2.365552780920699
1669,3,Video,Team Member,24,31,0,2.1378214528234727
1670,2,Text,Team Member,18,17,0,3.4925954124279954
1671,3,Text,Team Member,16,33,1,1.7445674172430503
1672,4,Video,Manager,41,4,0,0.6780144371151198
1673,5,Video,Team Member,37,14,0,1.966128550350128
1674,5,Voice,Team Member,41,13,1,8.541867864
1675,5,Voice,Team Member,25,27,0,7.9703934086452914
1676,3,Voice,Manager,8,24,1,4.420961974257448
1677,4,Voice,Manager,24,27,1,8.778150339787635
1678,2,Text,Team Member,20,8,0,2.326656181207839
1679,2,Text,Team Member,48,21,0,5.8420914119923175
1680,3,Voice,Manager,30,11,0,1.4292487554641098
1681,5,Video,Team Member,20,31,1,8.334006895493896
1682,1,Text,Team Member,18,27,0,1.3058155749185252
1683,3,Voice,Team Member,4,27,1,0.31860158978443187
1684,3,Text,Manager,48,8,1,2.7344423006819527
1685,4,Voice,Manager,36,33,1,9.009350893470234
1686,2,Voice,Team Member,6,12,1,1.2945708192644323
1687,3,Voice,Team Member,3,35,1,3.306702686955396
1688,3,Text,Team Member,18,34,1,3.1641499301219267
1689,5,Voice,Manager,47,16,0,8.016462741
1690,5,Video,Team Member,40,2,1,4.215253997800246
1691,1,Text,Team Member,18,12,1,6.115670496146834
1692,4,Voice,Team Member,23,27,0,4.043830058328755
1693,1,Text,Team Member,35,17,0,5.514570151368689
1694,5,Video,Team Member,6,20,0,0.6244072401743173
1695,2,Text,Team Member,26,21,0,3.740294381401349
1696,5,Voice,Team Member,21,30,0,8.551058377399537
1697,4,Video,Team Member,24,20,0,6.910675631822417
1698,5,Video,Manager,15,8,1,9.818290441
1699,4,Voice,Team Member,27,18,0,7.879195373761432
1700,4,Voice,Team Member,32,18,1,4.515097149
1701,4,Video,Team Member,12,18,0,6.762804576995428
1702,4,Video,Manager,5,2,0,7.759136757
1703,4,Video,Team Member,7,12,0,2.6968365992134116
1704,2,Voice,Manager,22,32,0,0.6001789061558427
1705,1,Text,Team Member,27,8,1,4.058472679985483
1706,3,Text,Team Member,15,10,1,1.4467316210251524
1707,1,Voice,Team Member,39,11,1,2.7724111976250185
1708,4,Video,Team Member,45,14,0,9.468454954741333
1709,2,Text,Team Member,35,26,1,8.470825932225186
1710,5,Voice,Team Member,26,30,0,5.924638345676603
1711,2,Text,Manager,23,4,0,4.012567065323723
1712,4,Video,Team Member,13,11,1,2.643303602078515
1713,2,Text,Manager,26,24,1,5.714582797186667
1714,2,Voice,Team Member,3,22,0,5.331602496728926
1715,4,Video,Manager,29,3,1,7.807808083815329
1716,2,Text,Team Member,2,2,1,9.280201887640573
1717,3,Video,Team Member,28,12,0,3.2893730133001897
1718,3,Text,Team Member,23,21,0,2.0629711075679413
1719,2,Voice,Team Member,36,5,1,4.027996159457051
1720,5,Video,Manager,49,7,1,4.375413024132041
1721,4,Video,Team Member,6,4,0,0.3987028948436244
1722,3,Video,Team Member,11,22,0,8.616965321995227
1723,5,Video,Team Member,38,29,0,9.955923386674954
1724,2,Text,Team Member,34,9,0,9.232086927115224
1725,5,Video,Team Member,17,26,0,8.606649794869103
1726,1,Voice,Manager,3,12,0,9.926003035
1727,3,Text,Team Member,44,1,0,9.078084319748863
1728,2,Text,Manager,46,8,1,6.883676207433172
1729,4,Video,Manager,34,33,1,1.6675664877216767
1730,2,Text,Team Member,22,4,1,1.5635012333686782
1731,4,Voice,Team Member,29,14,1,0.4877974656335271
1732,2,Text,Team Member,29,29,1,4.118308671876164
1733,5,Voice,Team Member,5,14,0,8.088240770900036
1734,5,Voice,Team Member,10,9,1,4.9029594479891045
1735,5,Video,Team Member,10,9,0,3.663217057115824
1736,1,Text,Team Member,9,26,0,1.0923586419874975
1737,4,Video,Team Member,21,17,0,0.5175330909058817
1738,5,Video,Team Member,13,4,0,3.991791434236073
1739,1,Text,Manager,10,3,0,0.9992538018373243
1740,4,Voice,Team Member,38,29,1,1.0354817273798278
1741,2,Text,Team Member,11,25,0,3.9534842497064626
1742,1,Text,Team Member,4,21,1,5.028434565027161
1743,3,Voice,Team Member,46,12,0,1.8668288697451507
1744,1,Text,Team Member,31,1,1,6.846356862604369
1745,1,Text,Team Member,49,1,0,4.1869200068281085
1746,4,Voice,Team Member,34,7,0,0.9192253773871606
1747,2,Text,Team Member,42,10,0,6.370341245627152
1748,3,Text,Team Member,35,15,0,3.569448186951388
1749,5,Voice,Team Member,39,11,0,0.5232147707626622
1750,5,Video,Manager,39,23,0,9.479815796671922
1751,1,Voice,Manager,33,13,0,5.711969571056697
1752,4,Video,Team Member,8,27,0,4.777203690306373
1753,4,Video,Team Member,32,17,1,8.591373948538347
1754,5,Video,Team Member,33,13,0,9.367404293137248
1755,3,Text,Team Member,8,12,0,2.2032186816621135
1756,2,Text,Team Member,46,29,1,8.101445016750272
1757,3,Voice,Team Member,14,21,0,8.310799268
1758,2,Text,Team Member,34,20,0,0.5440279467759901
1759,5,Video,Team Member,8,20,0,7.119441151782727
1760,2,Text,Manager,42,31,0,0.6296788179957702
1761,4,Video,Team Member,7,8,0,5.946732463899007
1762,1,Text,Team Member,13,24,0,6.692367771
1763,1,Text,Team Member,21,11,0,3.6705868835096975
1764,5,Video,Team Member,47,33,1,8.807874967
1765,4,Video,Manager,32,15,1,8.005117069674723
1766,3,Text,Team Member,11,4,1,9.259597136213962
1767,4,Video,Manager,14,1,0,3.148895266309818
1768,1,Text,Team Member,11,32,0,0.21527800061810876
1769,1,Text,Team Member,2,11,0,8.114612669975521
1770,4,Video,Team Member,34,30,0,2.2297735599644075
1771,4,Voice,Manager,44,19,0,4.671560405670556
1772,1,Text,Team Member,47,34,1,8.173211718640307
1773,3,Video,Team Member,17,7,0,2.1613517867529075
1774,5,Video,Team Member,14,20,0,3.1190876278632373
1775,5,Voice,Team Member,25,12,0,4.390799863377891
1776,4,Voice,Team Member,48,32,1,2.718248502
1777,5,Voice,Team Member,27,2,0,4.613214230028286
1778,1,Text,Team Member,8,22,0,0.095966445
1779,1,Text,Team Member,17,24,1,2.1218797275132726
1780,4,Video,Team Member,5,31,0,8.325533596629755
1781,4,Video,Team Member,12,4,0,4.134819585130007
1782,4,Video,Team Member,38,24,1,6.364057677419397
1783,3,Text,Team Member,18,17,1,2.3228792763554242
1784,5,Video,Team Member,26,19,0,6.498786644
1785,4,Voice,Team Member,31,34,0,9.999738676462568
1786,2,Voice,Manager,37,33,0,5.952876393968049
1787,2,Text,Team Member,6,6,0,6.283585626419088
1788,1,Text,Team Member,41,13,0,1.1151982446199749
1789,5,Video,Team Member,15,9,1,4.033814716659846
1790,4,Video,Team Member,42,35,0,8.607248984828896
1791,2,Text,Team Member,49,34,0,8.342719736583323
1792,5,Voice,Team Member,26,16,0,5.223991103613219
1793,1,Voice,Team Member,12,18,0,9.034541497377726
1794,3,Text,Team Member,41,18,0,1.4293701820571802
1795,5,Video,Team Member,47,32,0,6.581894046615252
1796,5,Video,Manager,14,7,1,2.488835765021954
1797,3,Text,Team Member,1,23,0,6.4556140510523665
1798,5,Video,Manager,17,23,0,0.873996891
1799,1,Text,Team Member,33,18,0,9.436090951049387
1800,1,Text,Team Member,29,7,0,7.8633203959049265
1801,3,Text,Team Member,45,24,0,2.009615648958908
1802,4,Video,Team Member,31,14,1,6.372765685720373
1803,2,Text,Team Member,8,5,1,7.591456405374712
1804,4,Video,Manager,30,22,0,2.094458218293609
1805,5,Voice,Manager,13,22,1,0.933303077
1806,2,Text,Team Member,16,10,0,3.5177976609569983
1807,3,Text,Team Member,2,26,0,1.357543412
1808,3,Video,Team Member,45,15,0,5.6571170510422935
1809,2,Voice,Team Member,18,1,0,4.241149096
1810,1,Text,Manager,35,14,0,4.624243381009054
1811,2,Voice,Team Member,45,31,0,5.428634773412075
1812,5,Video,Team Member,19,28,0,9.820521459426015
1813,1,Voice,Manager,13,34,0,7.926356664
1814,3,Video,Team Member,4,35,0,6.294714949828507
1815,2,Text,Team Member,19,23,0,3.6370561447933616
1816,4,Video,Manager,25,19,1,0.27069353136965124
1817,4,Voice,Team Member,38,18,0,1.1652761071875173
1818,5,Video,Team Member,31,15,0,7.3086725053938375
1819,4,Video,Team Member,36,1,0,3.6920392824192283
1820,2,Text,Team Member,4,25,1,3.3443743584264487
1821,2,Voice,Team Member,39,26,0,8.889783585908491
1822,4,Voice,Team Member,7,35,1,4.845088905137711
1823,2,Text,Manager,16,15,0,8.995770574131097
1824,5,Video,Team Member,48,4,1,8.866385104021997
1825,1,Text,Team Member,5,15,0,0.8018129171455446
1826,5,Video,Team Member,47,1,0,9.453629784335357
1827,5,Voice,Team Member,23,22,0,0.7695488360755742
1828,2,Voice,Team Member,36,11,0,9.635061152472128
1829,1,Text,Team Member,32,26,0,4.526149175993903
1830,2,Text,Team Member,24,27,0,7.608606757545763
1831,3,Video,Team Member,25,13,0,7.061443671898534
1832,2,Voice,Manager,45,7,0,5.184949743245285
1833,2,Text,Team Member,28,8,1,6.194548188356432
1834,2,Text,Manager,19,23,1,9.499181814991948
1835,1,Text,Team Member,7,26,0,9.273514906632403
1836,2,Text,Team Member,44,27,0,6.5432605025908686
1837,1,Voice,Manager,41,9,0,6.577186789345252
1838,4,Video,Team Member,17,13,1,2.4693869339183805
1839,3,Text,Team Member,2,7,1,8.286234947181239
1840,1,Text,Team Member,16,11,1,6.326033330020769
1841,4,Video,Team Member,39,10,0,8.262487919984304
1842,1,Text,Manager,18,33,1,6.578524102879766
1843,1,Text,Team Member,39,3,1,2.99320026
1844,3,Text,Team Member,1,29,0,1.8948140273081326
1845,5,Voice,Team Member,3,16,1,0.7696584422315544
1846,5,Video,Team Member,21,16,0,5.859949322601269
1847,1,Voice,Team Member,30,7,0,2.840513575
1848,2,Text,Team Member,11,15,1,6.305095145908143
1849,4,Video,Team Member,22,6,0,0.5865644488377153
1850,2,Text,Team Member,47,18,1,3.7566306500562705
1851,2,Voice,Team Member,25,19,0,2.605532153697756
1852,1,Text,Team Member,3,2,1,3.7033407800111307
1853,1,Voice,Team Member,30,3,0,0.5428342975658706
1854,1,Voice,Team Member,24,25,1,7.241814188334466
1855,1,Voice,Manager,45,28,1,1.1669733314297326
1856,5,Video,Team Member,36,28,0,0.14402626348153258
1857,1,Text,Team Member,23,32,0,9.462891013893335
1858,5,Video,Team Member,8,23,1,1.928763823650499
1859,5,Video,Team Member,4,2,0,8.280612984454606
1860,1,Text,Manager,39,10,0,9.644705997571243
1861,3,Text,Team Member,43,6,0,5.341211995687619
1862,4,Video,Team Member,31,8,1,5.261181600475464
1863,2,Text,Team Member,29,15,0,3.6741724498340966
1864,5,Video,Team Member,36,29,1,4.255948647753948
1865,4,Video,Team Member,13,28,1,4.820753969533401
1866,3,Voice,Team Member,41,22,0,1.5209440372062921
1867,2,Text,Team Member,9,34,0,3.6473672394035916
1868,2,Text,Manager,21,20,1,8.161084426094453
1869,5,Video,Team Member,3,33,1,1.8239811958147245
1870,1,Voice,Team Member,25,15,0,7.298532469541153
1871,3,Text,Team Member,25,7,1,6.515866002681907
1872,5,Voice,Team Member,12,24,0,0.5729777528265911
1873,3,Text,Manager,29,26,0,0.22428868437680438
1874,1,Text,Team Member,11,10,1,3.525284626
1875,1,Text,Manager,11,15,0,6.921702771318411
1876,5,Voice,Team Member,49,24,0,3.3041792736066156
1877,1,Text,Manager,26,11,1,6.677333006004939
1878,4,Video,Team Member,14,21,0,6.654581430279816
1879,2,Text,Team Member,16,15,0,8.065546226242686
1880,5,Video,Team Member,10,15,0,0.9948561470384476
1881,3,Text,Manager,31,14,0,5.771288911874636
1882,4,Video,Team Member,31,21,0,0.624971196
1883,5,Video,Team Member,36,20,1,1.759471402733378
1884,1,Voice,Team Member,10,33,0,3.2550090285614255
1885,1,Text,Team Member,26,3,1,7.073892404294659
1886,1,Text,Team Member,20,23,1,9.738779750040814
1887,1,Text,Team Member,44,23,1,3.4252081438591064
1888,3,Voice,Team Member,9,27,0,5.211444854026842
1889,4,Video,Manager,15,35,0,2.590555954224354
1890,2,Text,Team Member,9,25,0,6.754896206096147
1891,3,Text,Team Member,7,32,1,3.6658586795044643
1892,3,Voice,Manager,26,22,0,4.815961734382776
1893,2,Text,Team Member,24,8,0,5.678128758506288
1894,2,Text,Team Member,12,18,0,6.862423299072766
1895,1,Text,Team Member,20,28,1,0.6005166128975326
1896,3,Text,Team Member,14,28,0,5.549010937865937
1897,5,Voice,Manager,22,11,1,4.311640978
1898,2,Text,Team Member,16,12,0,1.3376508647966712
1899,2,Voice,Team Member,29,2,0,2.080366683313617
1900,4,Voice,Manager,32,4,0,8.838900911001375
1901,5,Video,Team Member,19,34,0,8.717760091002368
1902,5,Video,Manager,35,23,1,0.33330254423674877
1903,2,Text,Team Member,43,13,0,6.894014912362523
1904,1,Voice,Team Member,32,7,0,5.541873131373541
1905,4,Video,Team Member,20,32,1,9.398158431472485
1906,5,Video,Manager,40,23,0,9.080057110224157
1907,2,Voice,Manager,20,8,1,5.7956191285236205
1908,5,Video,Team Member,8,34,0,1.3895492131850362
1909,4,Voice,Manager,35,29,0,4.598150236693002
1910,4,Video,Team Member,42,23,0,7.251643669290058
1911,3,Voice,Team Member,13,29,1,9.517366350898714
1912,2,Text,Team Member,41,5,0,3.638294057525826
1913,4,Voice,Team Member,6,11,1,7.846714759535519
1914,3,Text,Team Member,47,14,1,6.833407532817237
1915,3,Text,Team Member,16,2,1,0.7829277714226213
1916,5,Voice,Team Member,5,35,1,5.579768503
1917,5,Video,Team Member,45,35,0,1.8350883353938585
1918,3,Voice,Team Member,34,28,0,6.835492921777645
1919,5,Video,Team Member,6,8,0,6.100848469406392
1920,4,Voice,Team Member,33,32,0,9.730480916338331
1921,1,Text,Manager,15,4,0,9.353826651248095
1922,4,Voice,Team Member,15,7,0,0.093728336
1923,3,Voice,Team Member,14,27,0,0.8002943017169961
1924,3,Text,Team Member,39,17,0,7.691343114295613
1925,4,Voice,Team Member,5,10,0,6.856430729760769
1926,5,Voice,Manager,26,4,0,8.009455985168914
1927,5,Video,Manager,48,23,0,2.6681492266832363
1928,3,Voice,Team Member,17,14,0,8.493227687624765
1929,2,Voice,Team Member,43,5,0,4.424194719881359
1930,5,Video,Team Member,47,2,1,2.619084846744417
1931,4,Video,Team Member,16,24,0,0.10607747584892357
1932,5,Voice,Team Member,35,18,1,8.713640348195938
1933,4,Voice,Team Member,38,27,0,5.353438492401724
1934,3,Voice,Manager,23,24,0,9.753820837519926
1935,5,Video,Team Member,13,29,0,7.146813895672595
1936,4,Video,Team Member,33,11,0,0.8041714348977858
1937,3,Voice,Team Member,29,18,0,5.881911864021424
1938,2,Voice,Team Member,46,4,1,0.17124539823347495
1939,4,Video,Team Member,34,33,1,5.577818542129322
1940,2,Text,Team Member,34,14,1,3.5020166309908074
1941,2,Text,Team Member,27,32,0,6.432958347187656
1942,1,Text,Team Member,15,4,0,5.415742062462707
1943,5,Voice,Team Member,9,20,0,2.6135032341448836
1944,4,Video,Team Member,26,21,0,1.623506091
1945,2,Text,Team Member,3,3,1,4.047114863417496
1946,1,Text,Manager,36,25,0,9.868363148496046
1947,3,Voice,Team Member,47,4,1,4.356986405492717
1948,4,Voice,Manager,5,11,0,7.487871378222915
1949,2,Text,Manager,20,16,0,0.5697352560537072
1950,5,Voice,Manager,20,6,1,3.788657644174036
1951,1,Text,Team Member,5,31,1,5.803230371990038
1952,2,Text,Team Member,10,13,0,7.511965133284821
1953,5,Voice,Team Member,16,23,0,5.283836573170601
1954,2,Voice,Team Member,25,4,0,5.152955458007813
1955,4,Video,Team Member,44,33,0,7.639069126
1956,4,Video,Team Member,25,29,1,3.1328771731890024
1957,4,Voice,Manager,30,19,0,0.9061052087139254
1958,1,Voice,Team Member,14,20,0,3.471504710174057
1959,4,Video,Team Member,22,32,0,1.5899623544943464
1960,5,Video,Team Member,43,16,0,9.659442041334334
1961,2,Voice,Manager,28,5,0,5.775115474766917
1962,3,Text,Team Member,30,12,1,4.466004313276186
1963,5,Voice,Team Member,19,21,0,9.120518781565673
1964,5,Video,Manager,38,14,1,9.003613873671032
1965,4,Video,Team Member,42,22,0,4.156972790742096
1966,1,Text,Team Member,20,30,1,8.747273622498103
1967,2,Text,Team Member,35,23,1,0.640259331
1968,1,Voice,Team Member,22,5,0,8.857191453325468
1969,2,Text,Team Member,15,29,0,3.105835285554317
1970,2,Text,Team Member,11,30,0,5.651222843406213
1971,1,Text,Team Member,34,18,0,2.696885833
1972,5,Video,Team Member,24,1,1,9.847995571693394
1973,2,Voice,Team Member,6,17,0,0.7177998333628022
1974,1,Text,Team Member,17,3,0,4.469552867806511
1975,2,Text,Team Member,28,7,0,6.209881548335613
1976,3,Video,Manager,31,27,0,6.156122523372904
1977,5,Video,Manager,36,28,0,7.3875838976484385
1978,4,Video,Team Member,9,31,0,7.244153263220431
1979,2,Text,Team Member,10,15,1,7.931427052003035
1980,3,Video,Manager,21,8,0,2.3428740948969162
1981,4,Voice,Team Member,34,6,0,3.705064934018946
1982,4,Video,Team Member,31,28,1,3.820331159802727
1983,2,Voice,Team Member,29,4,0,9.558396609
1984,1,Text,Team Member,43,30,1,4.0931185708520825
1985,2,Text,Team Member,43,17,1,2.218692107046769
1986,3,Video,Team Member,11,34,1,6.323444263917507
1987,4,Voice,Team Member,33,6,0,4.272669148252283
1988,2,Text,Team Member,46,35,1,2.5008006311574826
1989,1,Text,Team Member,1,16,1,7.151354744582012
1990,2,Text,Team Member,21,2,1,1.9192528664772845
1991,5,Video,Team Member,23,8,0,6.333540406593484
1992,1,Text,Team Member,9,15,0,4.305307097370771
1993,3,Video,Team Member,1,27,0,3.1916716433067216
1994,4,Video,Team Member,21,16,0,9.459822674873012
1995,2,Voice,Team Member,22,1,0,3.244075078147799
1996,1,Voice,Team Member,4,10,0,3.475073741499682
